Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
571.25827883,42161.186390,0.0007335,  5.2883, 66.2714, 27.6607,331.2686,35752.124872
572.25529204,42161.188384,0.0007352,  5.2921, 66.2708, 29.3288,329.5791,35752.058047
572.25537533,42161.189346,0.0007352,  5.2921, 66.2708, 29.3283,329.6096,35752.058044
573.25242100,42160.877763,0.0007251,  5.2958, 66.2802, 31.2521,327.6641,35752.170776
575.24659426,42159.761850,0.0006769,  5.3010, 66.3158, 33.6909,325.1861,35753.087540
581.22852524,42161.299756,0.0007109,  5.3078, 66.2515, 27.3811,331.2927,35753.190838
581.22852525,42161.299756,0.0007109,  5.3078, 66.2515, 27.3811,331.2927,35753.190838
581.22872012,42161.298392,0.0007109,  5.3078, 66.2515, 27.3849,331.3593,35753.189930
586.21393022,42161.824477,0.0007274,  5.3229, 66.2114, 33.4312,325.2150,35753.021180
588.20781516,42161.380001,0.0006970,  5.3266, 66.2312, 36.4044,322.0837,35753.858629
594.19053655,42161.775100,0.0005964,  5.3295, 66.1911, 38.1344,320.3218,35758.493791
596.18462259,42162.761693,0.0006015,  5.3327, 66.1403, 36.7655,321.6541,35759.263688
601.16995815,42163.137730,0.0006100,  5.3474, 66.0996, 42.7235,315.5471,35759.284215
604.16133224,42161.901890,0.0005386,  5.3513, 66.1284, 43.9409,314.2214,35761.057911
608.14965394,42163.760603,0.0005766,  5.3542, 66.0369, 35.5933,322.4690,35761.312975
610.14380452,42164.591593,0.0006092,  5.3595, 65.9803, 36.4823,321.5376,35760.770015
616.12688092,42163.977238,0.0005656,  5.3728, 65.9620, 46.3038,311.6338,35761.994111
616.12689142,42163.977296,0.0005656,  5.3728, 65.9620, 46.3039,311.6374,35761.994031
619.11808044,42163.897184,0.0005044,  5.3735, 65.9383, 48.9711,308.7924,35764.493079
624.10369544,42165.992200,0.0004794,  5.3793, 65.7962, 44.7040,312.9532,35767.643161
626.09816909,42166.555429,0.0004945,  5.3851, 65.7523, 45.9001,311.7797,35767.570308
628.09249827,42166.200198,0.0004871,  5.3912, 65.7399, 50.0942,307.5188,35767.527866
630.08708188,42165.283515,0.0004469,  5.3953, 65.7478, 53.8684,303.7394,35768.304883
634.07605518,42165.838800,0.0004049,  5.3976, 65.6868, 43.8345,313.7412,35770.629720
634.07607142,42165.838519,0.0004049,  5.3976, 65.6868, 43.8356,313.7460,35770.629498
636.07064511,42167.114582,0.0004453,  5.4013, 65.6079, 39.8613,317.7814,35770.201562
647.03988741,42167.163957,0.0003553,  5.4235, 65.4495, 55.4002,301.8991,35774.047135
647.03988750,42167.163956,0.0003553,  5.4235, 65.4495, 55.4002,301.8991,35774.047133
650.03149850,42168.500492,0.0003297,  5.4277, 65.3476, 49.9840,307.2507,35776.461182
652.02592314,42169.450472,0.0003428,  5.4335, 65.2807, 47.6180,309.5765,35776.859313
652.02592441,42169.450458,0.0003428,  5.4335, 65.2807, 47.6180,309.5769,35776.859306
656.01508476,42169.034019,0.0003328,  5.4473, 65.2294, 55.9527,301.1778,35776.864753
659.00722699,42168.161732,0.0002663,  5.4525, 65.2192, 56.4146,300.7126,35778.795846
661.00176501,42168.795387,0.0002552,  5.4545, 65.1712, 44.7780,312.2981,35779.897098
662.99603652,42170.054554,0.0002920,  5.4586, 65.0919, 36.0878,320.8709,35779.606815
