Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
457.62426305,42150.056399,0.0006322,  4.9722, 67.8695,343.3148, 17.4480,35745.275607
459.61742015,42150.180400,0.0006344,  4.9762, 67.7915,343.4993, 17.2417,35745.306166
461.61063307,42150.306738,0.0006413,  4.9829, 67.7274,344.0598, 16.6643,35745.142557
461.61063308,42150.306738,0.0006413,  4.9829, 67.7274,344.0598, 16.6643,35745.142557
463.60391319,42150.435386,0.0006500,  4.9905, 67.6992,344.6857, 16.0071,35744.902046
472.57368039,42151.041554,0.0007484,  5.0064, 67.5245,349.7303, 10.8100,35741.358838
477.55696340,42151.396607,0.0007612,  5.0243, 67.4252,352.8245,  7.6434,35741.176870
479.55037895,42151.542146,0.0007582,  5.0287, 67.4186,354.0909,  6.3442,35741.447540
482.54046582,42151.764042,0.0007429,  5.0322, 67.3822,355.6090,  4.7804,35742.313986
484.53386735,42151.914309,0.0007324,  5.0346, 67.3243,356.1163,  4.2748,35742.907722
486.52712189,42152.066394,0.0007283,  5.0392, 67.2481,356.4475,  3.9078,35743.230682
515.72340754,42154.479711,0.0007781,  5.1241, 66.7389,  9.2927, 95.7051,35743.545342
519.41928490,42154.806443,0.0007820,  5.1408, 66.7289, 10.0949,349.6021,35743.705238
520.41618380,42154.895335,0.0007873,  5.1437, 66.7396, 10.0732,349.6183,35743.573685
524.40353054,42155.253688,0.0008291,  5.1502, 66.7099, 10.8648,348.7716,35742.167211
526.39709490,42155.434526,0.0008434,  5.1552, 66.6514, 12.0797,347.5290,35741.745007
529.38753711,42155.707766,0.0008488,  5.1671, 66.5875, 13.8281,345.7460,35741.791142
536.36586086,42156.354209,0.0008241,  5.1865, 66.6091, 18.4045,341.1001,35743.480167
538.35941054,42156.541035,0.0008061,  5.1889, 66.5875, 19.5216,339.8850,35744.422305
540.35309890,42156.728757,0.0007907,  5.1927, 66.5438, 20.2617,339.1148,35745.261625
545.33745367,42157.201779,0.0007760,  5.2124, 66.4758, 21.6846,337.6078,35746.354117
547.33139958,42157.392396,0.0007764,  5.2196, 66.5052, 21.7244,337.5407,35746.527197
553.31493367,42157.968810,0.0008212,  5.2289, 66.4652, 22.5633,337.3221,35745.213875
553.31493431,42157.968810,0.0008212,  5.2289, 66.4652, 22.5633,337.3223,35745.213875
561.28867987,42158.746415,0.0008103,  5.2538, 66.4423, 27.3258,331.7558,35746.448554
565.27654524,42159.138966,0.0007758,  5.2574, 66.4446, 30.3052,328.6830,35748.296910
566.27352129,42159.237458,0.0007657,  5.2583, 66.4298, 30.8544,328.1261,35748.819985
566.27352140,42159.237458,0.0007657,  5.2583, 66.4298, 30.8544,328.1262,35748.819985
571.25827883,42159.731842,0.0007337,  5.2713, 66.3402, 32.6057,326.2935,35750.663373
572.25529204,42159.831096,0.0007301,  5.2752, 66.3397, 32.8823,326.0020,35750.914413
572.25537533,42159.831104,0.0007301,  5.2752, 66.3397, 32.8824,326.0321,35750.914433
573.25242100,42159.930488,0.0007267,  5.2789, 66.3488, 33.0483,325.8518,35751.157845
575.24659426,42160.129591,0.0007238,  5.2840, 66.3825, 32.7842,326.0944,35751.480350
581.22852524,42160.729291,0.0007569,  5.2904, 66.3192, 33.0367,325.6920,35750.683524
581.22852525,42160.729291,0.0007569,  5.2904, 66.3192, 33.0367,325.6920,35750.683524
581.22872012,42160.729310,0.0007569,  5.2904, 66.3192, 33.0368,325.7623,35750.683532
586.21393022,42161.231718,0.0007474,  5.3054, 66.2796, 35.6826,323.0545,35751.586217
588.20781516,42161.433263,0.0007386,  5.3090, 66.2980, 37.1457,321.4504,35752.157024
594.19053655,42162.039841,0.0006819,  5.3117, 66.2598, 41.8840,316.7300,35755.156419
596.18462259,42162.242597,0.0006637,  5.3148, 66.2107, 42.7339,315.8574,35756.123238
601.16995815,42162.750507,0.0006349,  5.3297, 66.1706, 43.9145,314.5610,35757.845353
604.16133224,42163.055899,0.0006304,  5.3333, 66.1964, 42.6253,315.7700,35758.342986
608.14965394,42163.463651,0.0006498,  5.3359, 66.1072, 42.2741,316.0533,35757.931399
610.14380452,42163.667765,0.0006483,  5.3412, 66.0525, 43.1847,315.1121,35758.198131
616.12688092,42164.280923,0.0006228,  5.3544, 66.0315, 47.1137,311.1462,35759.886640
616.12689142,42164.280924,0.0006228,  5.3544, 66.0315, 47.1137,311.1499,35759.886645
619.11808044,42164.587839,0.0005952,  5.3550, 66.0081, 50.1390,307.9712,35761.354778
624.10369544,42165.099716,0.0005422,  5.3605, 65.8700, 53.2297,304.8082,35764.101192
626.09816909,42165.304566,0.0005277,  5.3664, 65.8266, 53.8028,304.2696,35764.918786
628.09249827,42165.509432,0.0005140,  5.3726, 65.8138, 54.0284,303.9899,35765.703397
630.08708188,42165.714349,0.0005017,  5.3766, 65.8200, 53.2245,304.8044,35766.424857
634.07605518,42166.124104,0.0005067,  5.3785, 65.7579, 50.1514,307.8804,35766.624728
634.07607142,42166.124105,0.0005067,  5.3785, 65.7579, 50.1514,307.8863,35766.624727
