Time(day),a(km),e,i(deg),n(deg),w(deg),m(deg),hp(km)
374.72442010,24929.867119,0.7164642, 28.2420, 10.1589,332.2953, 83.6910,690.375527
374.72442677,24929.867086,0.7164642, 28.2420, 10.1589,332.2953, 83.6963,690.375521
375.63147051,24929.976814,0.7165601, 28.2430,  9.8703,332.7609, 83.9272,688.014800
376.53853096,24930.115568,0.7166753, 28.2439,  9.5818,333.2298, 84.1617,685.182518
377.89913453,24929.980094,0.7168528, 28.2471,  9.1495,333.9396, 84.5094,680.718221
378.80620857,24929.815433,0.7169526, 28.2500,  8.8608,334.4152, 84.7439,678.183418
380.62034202,24929.707787,0.7170706, 28.2543,  8.2827,335.3694, 85.1995,675.211424
381.52739529,24929.780332,0.7170879, 28.2548,  7.9948,335.8463, 85.4115,674.801360
381.98094255,24929.785007,0.7170870, 28.2550,  7.8517,336.0845, 85.5331,674.825120
382.88806399,24929.645443,0.7170702, 28.2559,  7.5652,336.5592, 85.8007,675.205329
386.06273180,24929.764848,0.7169604, 28.2557,  6.5618,338.2001, 86.5910,677.975807
386.51633882,24929.800536,0.7169572, 28.2554,  6.4182,338.4334, 86.7713,678.065823
387.87679920,24929.844694,0.7169878, 28.2554,  5.9887,339.1317, 87.0281,677.314202
388.78384467,24929.828994,0.7170436, 28.2565,  5.7015,339.5970, 87.2610,675.918578
389.69089973,24929.874148,0.7171263, 28.2580,  5.4132,340.0639, 87.5020,673.869943
390.59794189,24929.964105,0.7172312, 28.2595,  5.1239,340.5333, 87.7280,671.282017
392.86558599,24929.960598,0.7175122, 28.2634,  4.4028,341.7215, 88.2845,664.274616
393.77265983,24929.794911,0.7175905, 28.2656,  4.1147,342.2001, 88.5144,662.274728
395.58680416,24929.638678,0.7176417, 28.2679,  3.5381,343.1578, 88.9740,660.956632
397.85446591,24929.596453,0.7175656, 28.2661,  2.8207,344.3466, 89.5389,662.841016
398.76155941,24929.531894,0.7175252, 28.2658,  2.5339,344.8170, 89.8007,663.830776
400.57566085,24929.674454,0.7174966, 28.2655,  1.9581,345.7521, 90.2761,664.582090
401.93621554,24929.943729,0.7175565, 28.2648,  1.5258,346.4536, 90.6137,663.166476
402.84326341,24929.915926,0.7176345, 28.2660,  1.2378,346.9229, 90.8440,661.214212
405.56445321,24929.874725,0.7179459, 28.2718,  0.3711,348.3429, 91.5620,653.438158
406.47148043,24929.928151,0.7180416, 28.2726,  0.0819,348.8214, 91.7599,651.067753
406.92501571,24929.948310,0.7180821, 28.2727,359.9380,349.0617, 91.8733,650.064193
408.73916819,24929.648652,0.7181710, 28.2742,359.3626,350.0232, 92.3339,647.762736
409.64623599,24929.562164,0.7181686, 28.2743,359.0747,350.5028, 92.5626,647.799611
410.55330664,24929.545246,0.7181427, 28.2735,358.7861,350.9811, 92.7969,648.439292
411.46037619,24929.612667,0.7181035, 28.2717,358.4976,351.4578, 93.0311,649.436154
411.91388686,24929.661496,0.7180817, 28.2705,358.3539,351.6958, 93.1297,649.992452
415.54207646,24929.643839,0.7179848, 28.2680,357.2014,353.5800, 94.0529,652.403798
416.44910839,24929.791796,0.7180199, 28.2676,356.9120,354.0494, 94.2768,651.569647
416.90262747,24929.884259,0.7180493, 28.2673,356.7679,354.2849, 94.3896,650.862806
418.71672068,24929.831366,0.7182220, 28.2696,356.1914,355.2300, 94.8472,646.543175
419.17024959,24929.798917,0.7182715, 28.2705,356.0478,355.4667, 94.9648,645.300161
421.43790216,24929.816394,0.7184826, 28.2717,355.3244,356.6663, 95.5380,640.041417
421.89143671,24929.837537,0.7185064, 28.2709,355.1804,356.9080, 95.6505,639.453918
422.79850581,24929.680394,0.7185256, 28.2699,354.8923,357.3914, 95.8736,638.931897
